ID	NRPS	Terpene	Others	RiPPs	Other PKSs	PKS-NRP_Hybrids	PKSI	Saccharides
AAB-S08R5_68	3	0	2	2	0	1	2	0
AAB-S08R5_77	4	1	0	0	1	0	2	0
AAB-S09R1_19	1	0	0	0	0	0	0	0
AAB-S09R1_24	6	1	2	4	2	1	3	0
AAB-S09R1_5	1	0	0	0	2	3	0	0
AAB-S09R2_12	1	1	1	0	0	0	0	0
AAB-S09R3_43	1	0	0	0	0	0	0	0
AAB-S09R5_10	2	1	1	0	1	1	0	0
AAB-S10R1_100	1	2	0	0	1	1	0	0
AAB-S10R1_112	4	0	0	4	1	0	1	0
AAB-S10R1_12	1	1	3	1	1	0	0	0
AAB-S10R1_122	8	4	3	4	2	2	5	1
AAB-S10R1_125	2	0	0	0	0	0	0	0
AAB-S10R1_134	3	3	1	0	0	1	2	0
AAB-S10R1_135	1	0	0	0	0	0	0	0
AAB-S10R1_149	4	1	0	1	1	0	0	0
AAB-S10R1_153	1	2	2	1	1	0	0	0
AAB-S10R1_156	1	1	1	3	0	0	0	0
AAB-S10R1_182	1	1	0	0	1	0	0	0
AAB-S10R1_19	2	3	1	1	1	0	0	0
AAB-S10R1_194	3	2	3	0	1	0	0	0
AAB-S10R1_197	1	2	0	2	1	0	0	0
AAB-S10R1_201	2	1	0	0	1	0	0	0
AAB-S10R1_202	3	2	2	2	2	2	11	0
AAB-S10R1_209	2	3	1	1	0	0	0	0
AAB-S10R1_237	2	1	0	0	1	0	0	0
AAB-S10R1_240	3	1	0	1	1	0	5	0
AAB-S10R1_252	1	1	0	2	0	0	0	0
AAB-S10R1_255	1	2	1	1	1	0	0	0
AAB-S10R1_258	3	2	1	1	1	2	1	0
AAB-S10R1_26	2	1	1	6	0	2	0	0
AAB-S10R1_260	5	1	0	1	1	1	0	0
AAB-S10R1_278	1	0	0	0	1	0	0	0
AAB-S10R1_293	2	1	0	1	0	0	0	0
AAB-S10R1_33	1	1	1	1	0	1	0	0
AAB-S10R1_34	1	1	4	2	1	0	0	0
AAB-S10R1_45	1	1	0	0	0	0	0	0
AAB-S10R1_55	1	2	0	0	1	1	0	0
AAB-S10R1_77	2	0	0	1	1	0	0	0
AAB-S10R2_115	1	1	0	0	0	0	0	0
AAB-S10R3_110	3	3	0	0	2	1	1	0
AAB-S10R3_120	1	1	3	4	1	2	0	0
AAB-S10R3_127	2	1	0	2	1	4	2	0
AAB-S10R3_149	2	0	1	1	0	0	0	0
AAB-S10R3_170	11	2	3	1	2	4	14	0
AAB-S10R3_173	1	2	1	1	0	0	0	0
AAB-S10R3_179	1	0	0	0	0	0	0	0
AAB-S10R3_188	1	0	0	1	0	0	0	0
AAB-S10R3_19	3	0	0	1	1	0	0	0
AAB-S10R3_203	1	1	1	1	0	0	0	0
AAB-S10R3_209	1	1	2	0	1	0	0	0
AAB-S10R3_215	3	0	0	4	1	0	0	0
AAB-S10R3_233	1	0	0	0	0	0	0	0
AAB-S10R3_239	3	2	0	1	0	0	0	1
AAB-S10R3_254	1	2	0	0	1	0	0	0
AAB-S10R3_257	1	0	1	0	0	0	0	0
AAB-S10R3_265	1	2	1	0	1	0	0	0
AAB-S10R3_266	2	0	0	0	0	0	0	0
AAB-S10R3_277	4	1	0	1	0	0	0	0
AAB-S10R3_290	3	1	1	0	1	0	4	0
AAB-S10R3_59	2	0	0	0	0	0	0	0
AAB-S10R3_81	2	0	1	0	0	0	0	0
AAB-S10R4_62	1	0	0	0	0	0	0	0
AAB-S10R4_74	1	0	0	0	0	0	0	0
AAB-S11R1_10	2	0	1	2	2	0	0	0
AAB-S11R1_102	6	0	1	1	0	1	0	0
AAB-S11R1_110	2	0	0	0	0	1	0	0
AAB-S11R2_27	1	1	0	0	0	0	0	0
AAB-S11R2_51	2	1	0	1	0	0	0	0
AAB-S11R2_86	1	1	0	3	1	0	0	0
AAB-S11R3_2	1	1	1	1	1	0	0	0
AAB-S11R3_83	6	3	1	0	1	0	0	0
AAB-S12R2_108	1	0	1	2	0	0	0	0
AAB-S12R2_67	1	2	0	2	1	0	1	0
AAB-S12R3_132	2	0	2	1	0	0	0	0
AAB-S12R3_40	1	0	0	0	0	0	0	0
AAB-S12R3_43	2	1	1	2	1	1	1	0
AAB-S12R3_44	1	0	0	0	0	0	0	0
AAB-S12R3_78	1	0	1	1	0	0	0	0
AAB-S12R3_96	3	0	0	0	2	0	0	0
AAB-S13R1_100	1	2	0	1	1	0	0	0
AAB-S13R1_111	2	1	0	0	1	0	0	0
AAB-S13R1_115	1	3	1	1	1	0	0	0
AAB-S13R1_13	5	2	0	1	2	1	1	0
AAB-S13R1_141	1	3	1	1	1	0	0	0
AAB-S13R1_149	3	0	0	0	0	1	0	0
AAB-S13R1_20	2	1	1	1	1	0	1	0
AAB-S13R1_200	3	2	1	0	1	2	1	0
AAB-S13R1_213	1	2	0	0	1	0	0	0
AAB-S13R1_229	1	1	0	0	0	1	2	0
AAB-S13R1_240	1	4	1	2	0	1	0	0
AAB-S13R1_242	1	2	0	0	0	0	0	0
AAB-S13R1_243	2	2	2	2	0	0	0	0
AAB-S13R1_34	3	2	1	0	1	0	0	0
AAB-S13R1_47	1	1	1	0	0	0	0	0
AAB-S13R1_49	2	1	0	1	0	0	0	0
AAB-S13R1_68	2	0	1	1	1	1	2	0
AAB-S13R1_83	6	4	3	4	1	1	0	0
AAB-S13R1_87	1	2	0	1	1	1	0	0
AAB-S13R1_88	2	2	2	3	2	0	0	0
AAB-S13R1_9	1	0	0	1	0	0	0	0
AAB-S13R2_102	1	0	0	1	0	0	0	0
AAB-S13R2_11	3	2	0	1	1	0	0	0
AAB-S13R2_14	2	1	1	1	1	0	0	0
AAB-S13R2_140	4	0	0	1	0	0	3	0
AAB-S13R2_21	3	0	1	1	0	1	1	0
AAB-S13R2_26	3	2	3	0	0	0	0	0
AAB-S13R2_30	2	1	2	1	0	0	0	0
AAB-S13R2_32	2	0	1	1	0	0	0	0
AAB-S13R2_89	2	0	1	0	1	0	0	0
AAB-S13R2_90	1	2	2	0	0	0	0	0
AAB-S13R3_111	4	0	1	1	1	0	0	0
AAB-S13R3_126	1	2	0	2	1	2	0	0
AAB-S13R3_130	1	0	2	1	0	0	0	0
AAB-S13R3_144	2	2	1	1	1	0	1	0
AAB-S13R3_168	1	1	0	1	1	0	0	0
AAB-S13R3_171	1	0	1	0	0	0	0	0
AAB-S13R3_205	1	0	1	0	0	0	0	0
AAB-S13R3_213	1	1	1	2	0	0	0	0
AAB-S13R3_232	3	2	3	1	1	0	0	0
AAB-S13R3_242	2	1	0	2	0	1	0	0
AAB-S13R3_25	1	1	0	0	1	0	0	0
AAB-S13R3_251	2	1	1	0	1	0	0	0
AAB-S13R3_3	1	2	2	0	1	0	0	0
AAB-S13R3_57	1	0	0	0	0	0	1	0
AAB-S13R3_64	3	1	1	2	0	0	0	0
AAB-S13R3_72	4	0	3	1	0	0	0	0
AAB-S14R1_110	2	0	0	0	0	0	0	0
AAB-S14R1_120	1	2	1	1	0	0	0	0
AAB-S14R1_16	12	1	2	2	1	0	0	0
AAB-S14R1_169	7	0	0	1	1	1	0	0
AAB-S14R1_55	1	0	0	0	0	0	0	0
AAB-S14R1_65	1	2	1	2	1	0	2	0
AAB-S14R1_67	1	0	0	1	0	0	0	0
AAB-S14R1_95	1	2	2	4	0	0	0	0
AAB-S14R2_11	1	2	0	0	1	0	0	0
AAB-S14R2_149	1	1	0	2	2	0	0	0
AAB-S14R2_4	3	1	2	3	0	0	0	0
AAB-S14R2_44	2	1	0	0	1	0	0	0
AAB-S14R2_52	1	0	0	0	0	0	0	0
AAB-S14R3_109	1	0	1	0	0	0	1	0
AAB-S14R3_172	1	1	0	2	0	0	0	0
AAB-S14R3_180	1	1	2	0	0	0	0	0
AAB-S14R3_21	1	0	0	1	0	0	0	0
AAB-S14R3_240	3	0	0	0	0	0	0	0
AAB-S14R3_3	1	0	0	0	1	0	0	0
AAB-S14R3_38	2	1	1	0	0	0	0	0
AAB-S14R3_43	1	1	0	0	0	0	0	0
AAB-S14R3_78	2	1	0	1	1	0	0	0
AAB-S14R3_99	1	0	2	1	0	0	0	0
AAB-S15R2_98	2	1	1	0	1	0	0	0
AAB-S15R3_121	4	1	0	2	1	1	1	0
AAB-S15R3_125	2	0	0	0	0	0	0	0
AAB-S15R3_166	6	0	0	0	0	1	0	0
AAB-S15R3_83	1	0	0	0	0	0	0	0
AAB-S17R1_20	4	0	2	5	1	1	0	0
AAB-S17R1_3	1	1	0	0	1	0	0	0
AAB-S17R1_43	1	0	0	1	1	0	0	0
AAB-S17R1_45	3	0	2	2	0	0	0	0
AAB-S17R1_49	1	1	0	0	0	0	0	0
AAB-S17R1_50	4	1	2	0	0	0	1	0
AAB-S17R1_53	4	2	5	4	2	1	0	0
AAB-S17R4_87	1	0	0	0	0	0	0	0
AAB-S19R1_111	2	0	0	0	1	0	0	0
AAB-S19R1_119	1	0	1	0	0	0	0	0
AAB-S19R1_152	2	1	0	0	0	0	1	0
AAB-S19R1_155	1	0	0	0	0	0	0	0
AAB-S19R1_162	2	1	1	0	1	0	0	0
AAB-S19R1_67	1	3	0	0	0	0	0	0
AAB-S19R1_7	1	0	0	0	0	0	0	0
AAB-S19R2_106	1	0	1	0	1	0	0	0
AAB-S19R2_155	1	1	1	0	1	1	0	0
AAB-S19R2_180	1	1	1	0	2	0	0	0
AAB-S19R2_31	1	1	0	0	0	0	1	0
AAB-S19R2_49	2	1	1	0	1	0	0	0
AAB-S19R2_52	1	0	0	0	0	0	0	0
AAB-S19R2_95	1	1	3	1	1	0	0	0
AAB-S19R4_116	11	2	4	3	1	2	3	0
AAB-S19R4_139	4	2	8	2	1	1	3	0
AAB-S19R4_142	2	3	1	0	0	0	0	0
AAB-S19R4_150	2	2	1	1	2	0	0	0
AAB-S19R4_203	1	1	0	1	1	0	0	0
AAB-S19R4_44	1	0	1	1	1	0	1	0
AAB-S19R4_46	7	2	6	6	2	1	0	0
AAB-S19R4_53	3	2	0	0	0	0	0	0
AAB-S19R4_86	1	0	1	0	1	0	0	0
AAB-S19R4_95	1	0	0	0	0	0	0	0
AAB-S20R2_152	1	0	2	0	1	0	0	0
AAB-S20R2_21	1	1	1	0	1	0	0	0
AAB-S20R2_48	1	1	1	0	1	0	0	0
AAB-S20R2_62	1	0	0	1	0	0	0	0
AAB-S20R2_66	1	1	0	0	1	0	0	0
AAB-S20R2_67	3	1	2	4	0	1	0	0
AAB-S20R2_71	1	1	0	0	0	0	0	0
AAB-S20R4_100	1	0	0	0	0	0	0	0
AAB-S20R4_103	3	0	1	2	0	0	0	0
AAB-S20R4_163	1	1	0	0	1	0	0	0
AAB-S20R4_33	1	1	2	0	1	0	0	0
AAB-S20R4_42	2	1	1	1	0	0	0	0
AAB-S20R4_6	1	0	0	0	1	0	0	0
AAB-S20R4_85	1	0	0	0	0	0	0	0
AAB-S20R5_100	2	2	1	0	1	0	0	0
AAB-S20R5_19	4	1	1	0	3	2	0	0
AAB-S20R5_74	1	0	0	0	0	0	0	0
AAB-S20R5_98	1	0	0	1	1	0	0	1
AAB-S21R1_117	4	1	0	2	0	0	0	0
AAB-S21R1_130	1	0	0	0	0	0	0	0
AAB-S21R1_50	2	2	2	2	0	2	0	0
AAB-S21R1_7	43	0	3	8	1	8	2	0
AAB-S21R2_119	1	1	1	0	0	0	0	0
AAB-S21R2_13	1	1	2	1	0	0	0	0
AAB-S21R2_139	1	0	0	0	0	0	0	0
AAB-S21R2_24	1	1	0	0	1	0	0	0
AAB-S21R2_63	1	1	0	0	1	0	0	0
AAB-S21R2_64	6	3	3	3	0	1	1	0
AAB-S21R2_91	1	3	0	1	1	1	0	0
AAB-S21R3_103	1	1	1	1	0	0	0	0
AAB-S21R3_6	3	0	0	1	0	0	0	0
AAB-S21R3_85	1	0	0	0	0	0	0	0
AAB-S21R4_27	2	0	0	0	0	0	0	0
AAB-S21R4_33	1	2	1	3	1	1	0	0
AAB-S21R4_4	2	1	0	0	0	0	0	0
AAB-S21R5_35	5	4	1	6	2	1	5	0
AAB-S22R2_1	1	2	0	0	0	0	0	0
AAB-S22R2_101	6	1	1	1	0	0	1	0
AAB-S22R2_113	2	3	0	2	1	0	0	0
AAB-S22R2_134	1	0	1	1	1	0	0	0
AAB-S22R2_138	1	0	2	1	1	0	0	0
AAB-S22R2_189	1	1	0	0	0	0	0	0
AAB-S22R2_21	2	0	0	0	0	0	0	0
AAB-S22R2_22	1	1	2	4	1	0	0	0
AAB-S22R2_24	2	1	0	0	2	1	0	0
AAB-S22R2_98	1	1	2	0	0	0	1	0
AAB-S22R3_126	2	2	1	0	1	0	0	0
AAB-S22R3_144	1	0	0	0	0	0	0	0
AAB-S22R3_166	1	1	0	0	0	0	0	0
AAB-S22R3_57	1	1	0	0	0	0	0	0
AAB-S22R3_65	1	1	0	0	1	0	0	0
AAB-S22R3_73	1	6	3	2	2	0	2	0
AAB-S22R5_105	2	1	0	0	0	0	0	0
AAB-S22R5_141	1	5	0	0	1	0	2	0
AAB-S22R5_162	1	1	0	0	1	0	0	0
AAB-S22R5_20	3	0	4	4	0	0	0	0
AAB-S22R5_209	2	0	0	0	0	0	0	0
AAB-S22R5_215	2	2	0	0	1	0	0	0
AAB-S22R5_270	1	2	1	1	0	1	0	0
AAB-S22R5_40	1	1	0	1	0	0	0	0
AAB-S22R5_86	1	0	0	0	0	0	0	0
AAB-S22R5_88	1	1	1	0	0	0	1	0
AAB-S23R1_28	1	0	2	0	0	0	0	0
AAB-S23R2_47	1	0	0	0	0	0	0	0
AAB-S23R2_58	5	0	3	3	0	0	0	0
AAB-S23R2_6	4	1	1	2	0	1	1	0
AAB-S23R2_73	1	1	0	1	0	0	0	0
AAB-S23R2_79	2	1	1	1	2	0	0	0
AAB-S23R2_93	2	2	3	9	1	0	0	0
AAB-S23R3_49	1	2	0	0	0	0	0	0
AAB-S23R3_58	3	3	2	4	1	0	0	0
AAB-S23R4_126	1	0	0	0	0	0	0	0
AAB-S23R4_161	2	0	0	0	0	0	1	0
AAB-S23R4_162	3	1	0	0	0	0	0	0
AAB-S23R4_170	2	1	0	3	1	2	0	0
AAB-S23R4_183	1	1	0	0	1	0	0	0
AAB-S23R4_189	1	0	0	1	1	0	1	0
AAB-S23R4_190	1	0	6	1	1	0	0	0
AAB-S23R4_207	1	0	0	0	0	0	0	0
AAB-S23R4_214	8	3	2	1	2	4	4	0
AAB-S23R4_219	1	1	0	1	0	0	0	0
AAB-S23R4_228	1	1	0	1	1	0	0	0
AAB-S23R4_229	2	1	1	1	0	0	0	0
AAB-S23R4_278	1	1	0	1	0	0	0	0
AAB-S23R4_280	1	1	2	1	0	0	0	0
AAB-S23R4_285	1	0	1	1	0	0	0	0
AAB-S23R4_294	1	2	0	1	1	1	1	0
AAB-S23R4_295	2	2	1	2	1	0	0	0
AAB-S23R4_38	1	0	0	0	0	0	1	0
AAB-S23R4_47	2	2	2	1	1	0	0	0
AAB-S23R4_88	1	0	0	1	0	0	0	0
AAB-S23R4_89	4	1	1	3	0	1	0	0
AAB-S23R5_24	1	0	0	0	0	0	0	0
AAB-S23R5_3	2	0	2	1	0	1	0	0
AAB-S23R5_50	1	0	0	0	0	0	0	0
AAB-S23R5_58	3	0	0	3	1	0	0	0
AAB-S24R1_105	1	2	0	1	1	0	0	0
AAB-S24R1_107	1	1	1	0	0	0	0	0
AAB-S24R1_115	1	0	0	0	1	0	0	0
AAB-S24R1_146	1	0	0	0	0	0	0	0
AAB-S24R1_152	1	1	1	0	1	0	1	0
AAB-S24R1_156	2	1	0	1	0	0	0	0
AAB-S24R1_163	1	4	1	1	1	1	1	0
AAB-S24R1_164	1	2	0	0	0	0	0	0
AAB-S24R1_167	1	1	1	0	0	0	0	0
AAB-S24R1_245	1	0	1	0	0	0	0	0
AAB-S24R1_40	4	2	0	0	0	0	0	0
AAB-S24R1_77	1	1	0	1	1	1	0	0
AAB-S24R1_78	3	0	0	0	1	0	0	0
AAB-S24R1_79	3	0	0	2	0	0	0	0
AAB-S24R1_8	1	0	0	0	1	0	0	0
AAB-S24R1_86	1	2	1	1	0	0	1	0
AAB-S24R1_90	4	0	3	1	0	0	0	0
AAB-S24R2_150	3	0	0	1	0	0	0	0
AAB-S24R2_165	1	1	0	0	0	0	0	0
AAB-S24R2_208	4	0	1	1	1	1	0	0
AAB-S24R2_227	3	0	0	0	0	0	0	0
AAB-S24R2_231	1	0	0	0	1	2	0	0
AAB-S24R2_244	3	2	1	3	2	1	4	0
AAB-S24R2_248	1	3	0	0	1	0	0	0
AAB-S24R2_8	1	0	0	0	0	0	0	0
AAB-S24R3_102	3	1	1	0	1	0	0	0
AAB-S24R3_132	2	0	0	1	1	0	0	0
AAB-S24R3_15	3	0	0	0	0	1	0	0
AAB-S24R3_169	2	1	2	3	1	0	2	0
AAB-S24R3_17	2	2	3	1	0	1	0	0
AAB-S24R3_79	1	1	0	0	2	1	1	0
AAB-S24R3_94	2	1	0	0	0	0	2	0
AAB-S24R4_10	4	1	0	2	0	0	1	0
AAB-S24R4_107	1	1	0	0	1	0	0	0
AAB-S24R4_113	1	0	0	0	0	0	0	0
AAB-S24R4_162	6	1	5	1	0	2	0	0
AAB-S24R4_2	2	0	0	0	1	0	0	0
AAB-S24R4_32	10	0	0	1	0	0	0	0
AAB-S24R4_4	2	1	0	0	0	0	0	0
AAB-S24R4_60	1	1	0	2	0	0	0	0
AAB-S24R4_84	1	0	4	1	0	0	1	0
AAB-S24R4_87	1	0	0	2	0	0	1	0
AAB-S24R5_139	1	0	0	0	0	0	0	0
AAB-S24R5_142	1	1	0	0	1	0	0	0
AAB-S24R5_154	1	1	0	0	1	0	0	0
AAB-S24R5_157	1	2	1	0	1	0	0	0
AAB-S24R5_158	1	0	0	0	1	0	0	0
AAB-S24R5_16	5	1	0	1	1	0	0	0
AAB-S24R5_170	3	3	2	1	0	1	0	0
AAB-S24R5_186	1	2	0	1	0	1	1	0
AAB-S24R5_205	1	0	0	0	0	0	0	0
AAB-S24R5_209	1	1	0	4	1	0	0	0
AAB-S24R5_221	1	1	1	1	0	1	0	0
AAB-S24R5_224	3	1	0	0	1	0	0	0
AAB-S24R5_227	3	3	3	3	1	0	2	0
AAB-S24R5_46	1	3	1	0	0	1	0	0
AAB-S24R5_64	1	1	1	1	0	0	0	0
AAB-S24R5_65	2	0	1	0	0	0	0	0
AAB-S24R5_66	1	2	1	1	0	0	0	0
AAB-S24R5_71	1	2	0	4	0	0	0	0
AAB-S24R5_81	2	0	0	1	0	0	0	0
AAB-S24R5_98	5	3	2	1	2	4	2	0
AAB-S25R1_112	13	0	0	2	0	4	3	0
AAB-S25R1_152	11	3	2	10	1	4	1	0
AAB-S25R1_169	3	3	1	6	1	0	0	0
AAB-S25R1_29	2	1	3	3	1	0	0	0
AAB-S25R2_17	1	0	2	3	0	0	0	0
AAB-S25R2_28	1	2	1	4	0	0	0	0
AAB-S25R2_59	2	2	2	2	1	1	2	0
AAB-S25R2_60	1	0	0	0	0	0	0	0
AAB-S25R2_66	2	0	0	0	0	0	0	0
AAB-S25R2_68	1	0	0	0	1	0	0	0
AAB-S25R2_79	5	2	0	2	1	2	2	0
AAB-S25R2_96	1	1	1	1	1	0	0	0
AAB-S25R2_99	1	0	0	0	1	0	1	0
AAB-S25R3_10	1	1	0	0	1	0	0	0
AAB-S25R3_109	2	1	1	3	1	0	0	0
AAB-S25R3_127	1	2	0	1	1	0	0	0
AAB-S25R3_131	1	1	1	3	0	0	0	0
AAB-S25R3_166	1	0	2	0	0	0	0	0
AAB-S25R3_167	1	2	0	1	1	1	2	0
AAB-S25R3_175	6	1	1	11	1	6	2	0
AAB-S25R3_194	1	1	0	3	1	2	0	0
AAB-S25R3_206	2	1	0	2	1	0	0	0
AAB-S25R3_219	12	4	4	4	4	0	5	1
AAB-S25R3_223	1	0	0	0	0	0	0	0
AAB-S25R3_224	3	1	0	0	0	0	0	0
AAB-S25R3_227	2	1	0	2	2	0	0	0
AAB-S25R3_245	2	2	1	1	2	0	0	0
AAB-S25R3_277	1	0	1	0	1	0	0	0
AAB-S25R3_30	2	2	0	2	0	0	0	0
AAB-S25R3_32	1	2	0	1	1	0	0	0
AAB-S25R3_40	2	2	2	2	1	0	0	0
AAB-S25R3_47	2	3	2	1	1	0	1	0
AAB-S25R3_83	1	1	1	1	1	0	0	0
AAB-S25R3_86	2	1	0	1	0	0	0	0
AAB-S25R3_97	2	3	5	1	1	0	0	0
AAB-S25R4_178	29	2	2	7	1	8	0	0
AAB-S25R4_25	2	0	0	0	1	0	0	0
AAB-S25R4_30	3	2	1	4	0	2	0	0
AAB-S25R4_32	3	3	0	0	0	1	0	0
AAB-S25R4_56	3	2	0	1	2	0	0	0
AAB-S25R4_72	1	0	0	0	0	0	0	0
AAB-S26R1_124	18	0	1	2	1	4	1	0
AAB-S26R1_125	1	0	0	0	0	0	0	0
AAB-S26R1_155	1	2	2	0	0	0	0	0
AAB-S26R1_16	1	0	0	0	0	0	0	0
AAB-S26R1_162	1	0	0	2	1	0	0	0
AAB-S26R1_174	1	0	1	1	0	1	0	0
AAB-S26R1_197	4	2	1	1	0	0	0	0
AAB-S26R1_233	1	1	2	4	1	2	0	0
AAB-S26R1_58	2	1	1	0	1	0	0	0
AAB-S26R1_93	1	1	3	0	0	0	0	0
AAB-S26R2_117	3	1	1	1	0	0	0	0
AAB-S26R2_130	1	0	0	1	0	0	3	0
AAB-S26R2_135	1	1	0	1	0	0	1	0
AAB-S26R2_157	6	2	2	1	1	0	0	1
AAB-S26R2_188	2	1	0	1	0	0	0	0
AAB-S26R2_198	1	1	0	1	0	0	0	0
AAB-S26R2_278	1	1	0	0	1	0	0	0
AAB-S26R2_282	1	1	1	0	1	0	0	0
AAB-S26R2_286	1	0	0	0	1	0	1	0
AAB-S26R2_288	1	0	0	0	0	0	0	0
AAB-S26R2_289	2	1	1	0	1	0	0	0
AAB-S26R2_291	3	2	1	0	0	0	0	0
AAB-S26R2_295	1	0	0	1	0	1	0	0
AAB-S26R2_304	3	1	0	1	1	0	0	0
AAB-S26R2_307	1	1	2	1	0	0	0	0
AAB-S26R2_4	1	0	0	0	2	0	0	0
AAB-S26R2_40	1	1	2	0	0	2	0	0
AAB-S26R2_44	1	0	0	1	1	0	0	0
AAB-S26R2_80	2	1	2	2	1	1	0	0
AAB-S26R3_104	1	0	1	1	0	0	0	0
AAB-S26R3_107	2	1	0	0	0	0	0	0
AAB-S26R3_110	2	1	0	0	1	0	0	0
AAB-S26R3_136	1	1	3	2	0	0	0	0
AAB-S26R3_156	2	1	1	0	0	0	0	0
AAB-S26R3_161	2	1	0	0	2	0	1	0
AAB-S26R3_163	12	2	4	3	2	2	4	0
AAB-S26R3_17	5	1	0	4	0	0	0	0
AAB-S26R3_184	3	3	4	2	1	0	0	0
AAB-S26R3_187	1	1	0	1	0	0	0	0
AAB-S26R3_194	2	0	0	1	1	1	0	0
AAB-S26R3_198	1	1	0	2	1	0	0	0
AAB-S26R3_204	2	1	0	0	0	0	0	0
AAB-S26R3_205	1	1	2	1	0	1	0	0
AAB-S26R3_210	1	0	1	0	0	0	0	0
AAB-S26R3_213	1	2	3	1	2	0	0	0
AAB-S26R3_220	1	1	2	0	0	0	0	0
AAB-S26R3_225	4	4	4	1	1	0	0	0
AAB-S26R3_244	1	0	0	1	0	0	0	0
AAB-S26R3_248	2	1	0	4	1	0	1	0
AAB-S26R3_30	1	0	1	0	1	0	0	0
AAB-S26R3_309	1	1	0	2	1	0	0	0
AAB-S26R3_311	4	1	1	2	1	0	0	0
AAB-S26R3_313	2	0	0	0	0	0	0	0
AAB-S26R3_332	1	0	2	0	2	0	0	0
AAB-S26R3_341	3	2	1	4	1	0	0	0
AAB-S26R3_349	3	1	0	1	1	0	0	0
AAB-S26R3_362	1	2	1	0	0	0	0	0
AAB-S26R3_38	1	2	3	1	1	0	1	0
AAB-S26R3_44	1	1	1	1	1	0	0	0
AAB-S26R3_51	1	1	0	1	0	0	0	0
AAB-S26R3_61	12	1	2	0	2	1	1	0
AAB-S26R3_68	5	1	1	1	2	1	0	0
AAB-S26R3_69	2	1	0	2	2	2	0	0
AAB-S26R3_73	4	3	0	2	1	0	0	0
AAB-S26R3_79	1	1	0	2	0	0	0	0
AAB-S26R3_8	1	1	1	0	0	0	0	0
AAB-S26R3_90	2	1	1	1	0	0	0	0
AAB-S26R3_92	2	4	1	1	1	1	0	0
AAB-S26R4_114	12	4	3	3	1	1	5	0
AAB-S26R4_117	1	0	0	0	0	0	1	0
AAB-S26R4_119	3	0	2	3	1	0	0	0
AAB-S26R4_123	1	3	0	1	1	0	0	0
AAB-S26R4_126	4	1	2	3	0	7	3	0
AAB-S26R4_153	1	1	1	1	1	0	0	0
AAB-S26R4_179	1	1	1	0	0	0	0	0
AAB-S26R4_181	2	1	3	3	1	1	0	0
AAB-S26R4_186	1	2	1	0	0	0	0	0
AAB-S26R4_219	3	2	0	0	0	0	0	0
AAB-S26R4_224	1	2	1	0	2	1	1	0
AAB-S26R4_235	3	3	4	1	2	1	0	0
AAB-S26R4_272	1	2	0	0	2	0	0	0
AAB-S26R4_291	1	1	3	1	1	2	2	0
AAB-S26R4_300	9	3	10	7	8	4	5	0
AAB-S26R4_311	4	2	4	1	2	3	1	0
AAB-S26R4_320	1	2	3	5	2	0	0	0
AAB-S26R4_46	2	1	2	2	0	0	1	0
AAB-S26R4_68	1	0	0	0	0	0	0	0
AAB-S26R4_96	1	2	2	5	1	0	0	0
AAB-S26R5_130	1	1	2	1	0	0	0	0
AAB-S26R5_138	5	2	1	1	0	5	0	0
AAB-S26R5_157	2	1	0	3	0	0	0	0
AAB-S26R5_165	1	0	0	0	0	0	0	0
AAB-S26R5_19	2	2	1	2	2	0	0	0
AAB-S26R5_199	1	0	0	0	0	0	0	0
AAB-S26R5_208	1	0	0	0	0	0	0	0
AAB-S26R5_219	1	0	0	0	0	0	0	0
AAB-S26R5_22	9	3	3	4	1	2	4	1
AAB-S26R5_222	1	0	1	1	0	0	0	0
AAB-S26R5_223	6	3	0	2	1	0	1	0
AAB-S26R5_226	1	0	0	3	0	0	0	0
AAB-S26R5_241	5	2	5	1	1	0	1	0
AAB-S26R5_252	1	0	0	0	0	0	0	0
AAB-S26R5_255	5	4	0	2	1	0	0	0
AAB-S26R5_258	6	1	0	1	0	1	1	0
AAB-S26R5_261	1	1	2	0	0	1	0	0
AAB-S26R5_274	2	0	0	1	0	0	0	0
AAB-S26R5_276	1	0	0	0	0	0	0	0
AAB-S26R5_294	1	2	2	2	0	0	0	0
AAB-S26R5_307	1	0	1	1	2	0	0	0
AAB-S26R5_336	6	1	1	0	0	0	0	0
AAB-S26R5_338	1	2	1	0	0	0	2	0
AAB-S26R5_353	1	1	2	2	0	0	0	0
AAB-S26R5_359	3	0	3	2	0	0	1	0
AAB-S26R5_360	1	0	1	2	0	0	1	0
AAB-S26R5_366	1	1	2	4	1	2	0	0
AAB-S26R5_37	1	1	1	0	0	2	0	0
AAB-S26R5_386	1	1	0	0	0	0	0	0
AAB-S26R5_43	1	1	1	1	0	0	0	0
AAB-S26R5_55	4	1	1	3	0	1	0	0
AAB-S26R5_61	2	2	2	0	1	0	0	0
AAB-S26R5_63	1	0	1	1	0	0	0	0
AAB-S26R5_89	2	3	0	2	1	0	0	0
AAB-S27R1_100	6	1	2	0	0	2	0	0
AAB-S27R1_122	3	2	4	2	1	0	1	0
AAB-S27R1_179	2	2	1	1	0	0	1	0
AAB-S27R1_32	1	3	0	0	0	2	0	0
AAB-S27R1_47	4	3	5	7	1	5	5	0
AAB-S27R1_55	2	2	2	2	0	0	0	0
AAB-S27R1_88	1	0	0	0	0	1	0	0
AAB-S27R1_95	1	1	2	0	0	0	1	0
